"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"07.10.2021 00:00",40.911,29.1558,0.2,0
"02.10.2021 00:00",40.911,29.1558,0.2,0
"03.09.2021 00:00",40.911,29.1558,0.3,0
"02.11.2021 00:00",40.911,29.1558,0.3,0
"29.11.2021 00:00",40.911,29.1558,0.4,0
"11.09.2021 00:00",40.911,29.1558,0.4,0
"18.10.2021 00:00",40.911,29.1558,0.5,0
"07.09.2021 00:00",40.911,29.1558,0.5,0
"20.11.2021 00:00",40.911,29.1558,0.7,0
"01.10.2021 00:00",40.911,29.1558,0.7,0
"03.10.2021 00:00",40.911,29.1558,1.2,0
"30.09.2021 00:00",40.911,29.1558,1.2,0
"10.09.2021 00:00",40.911,29.1558,1.5,0
"28.11.2021 00:00",40.911,29.1558,1.9,0
"09.10.2021 00:00",40.911,29.1558,2,0
"25.10.2021 00:00",40.911,29.1558,2.2,0
"01.11.2021 00:00",40.911,29.1558,2.3,0
"29.09.2021 00:00",40.911,29.1558,2.4,0
"10.10.2021 00:00",40.911,29.1558,3.5,0
"24.09.2021 00:00",40.911,29.1558,3.6,0
"30.11.2021 00:00",40.911,29.1558,4.8,24
"06.09.2021 00:00",40.911,29.1558,4.8,0
"16.10.2021 00:00",40.911,29.1558,5,0
"13.10.2021 00:00",40.911,29.1558,5.5,0
"10.11.2021 00:00",40.911,29.1558,6.1,0
"27.11.2021 00:00",40.911,29.1558,6.3,21
"23.09.2021 00:00",40.911,29.1558,6.6,0
"12.09.2021 00:00",40.911,29.1558,9.1,0
"03.11.2021 00:00",40.911,29.1558,10.1,0
"24.11.2021 00:00",40.911,29.1558,19.4,0
"17.10.2021 00:00",40.911,29.1558,30.5,0
