"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"29.03.2022 00:00",38.3949,27.0819,0.1,0
"08.03.2022 00:00",38.3949,27.0819,0.2,1
"03.05.2022 00:00",38.3949,27.0819,0.2,0
"08.04.2022 00:00",38.3949,27.0819,0.5,0
"12.04.2022 00:00",38.3949,27.0819,0.8,0
"06.03.2022 00:00",38.3949,27.0819,1.9,0
"01.03.2022 00:00",38.3949,27.0819,2.2,0
"09.03.2022 00:00",38.3949,27.0819,6.4,0
"11.04.2022 00:00",38.3949,27.0819,6.5,0
"07.03.2022 00:00",38.3949,27.0819,7.8,0
"18.04.2022 00:00",38.3949,27.0819,12.4,0
"19.05.2022 00:00",38.3949,27.0819,13.8,0
