"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"07.01.2022 00:00",38.3949,27.0819,0.1,0
"24.02.2022 00:00",38.3949,27.0819,0.1,0
"23.01.2022 00:00",38.3949,27.0819,0.2,0
"13.12.2022 00:00",38.3949,27.0819,0.4,12
"11.12.2022 00:00",38.3949,27.0819,0.5,2
"31.01.2022 00:00",38.3949,27.0819,1,0
"04.02.2022 00:00",38.3949,27.0819,1,0
"21.01.2022 00:00",38.3949,27.0819,1.4,13
"08.01.2022 00:00",38.3949,27.0819,1.9,2
"19.02.2022 00:00",38.3949,27.0819,2.1,0
"18.01.2022 00:00",38.3949,27.0819,3.1,0
"03.12.2022 00:00",38.3949,27.0819,3.9,0
"11.01.2022 00:00",38.3949,27.0819,4.1,0
"01.12.2022 00:00",38.3949,27.0819,4.1,0
"08.02.2022 00:00",38.3949,27.0819,4.6,0
"28.02.2022 00:00",38.3949,27.0819,5.3,0
"09.02.2022 00:00",38.3949,27.0819,7,0
"23.02.2022 00:00",38.3949,27.0819,8,0
"22.01.2022 00:00",38.3949,27.0819,10.3,0
"09.01.2022 00:00",38.3949,27.0819,12.3,0
"12.01.2022 00:00",38.3949,27.0819,16.8,0
"14.12.2022 00:00",38.3949,27.0819,20.8,0
"02.12.2022 00:00",38.3949,27.0819,27.9,0
"12.12.2022 00:00",38.3949,27.0819,41.7,0
"02.02.2022 00:00",38.3949,27.0819,47.4,202
"03.02.2022 00:00",38.3949,27.0819,68.7,3
