"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"08.10.2020 00:00",40.911,29.1558,0.1,29
"10.11.2020 00:00",40.911,29.1558,0.1,0
"20.10.2020 00:00",40.911,29.1558,0.2,0
"11.11.2020 00:00",40.911,29.1558,0.2,0
"29.10.2020 00:00",40.911,29.1558,0.2,53
"04.11.2020 00:00",40.911,29.1558,0.3,16
"25.11.2020 00:00",40.911,29.1558,0.3,0
"06.11.2020 00:00",40.911,29.1558,0.5,0
"08.11.2020 00:00",40.911,29.1558,0.5,0
"21.11.2020 00:00",40.911,29.1558,0.8,0
"22.11.2020 00:00",40.911,29.1558,1,0
"15.11.2020 00:00",40.911,29.1558,1.3,0
"07.11.2020 00:00",40.911,29.1558,1.4,0
"05.09.2020 00:00",40.911,29.1558,1.4,0
"19.11.2020 00:00",40.911,29.1558,1.7,0
"18.10.2020 00:00",40.911,29.1558,1.7,54
"14.10.2020 00:00",40.911,29.1558,3,0
"05.11.2020 00:00",40.911,29.1558,5.9,0
"30.09.2020 00:00",40.911,29.1558,7.6,0
"31.10.2020 00:00",40.911,29.1558,8.9,1
"01.11.2020 00:00",40.911,29.1558,9.7,0
"10.10.2020 00:00",40.911,29.1558,10.4,0
"09.10.2020 00:00",40.911,29.1558,17,0
"19.10.2020 00:00",40.911,29.1558,21.9,0
"21.10.2020 00:00",40.911,29.1558,23.4,0
