"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"27.03.2020 00:00",40.911,29.1558,0.1,0
"07.03.2020 00:00",40.911,29.1558,0.1,0
"25.05.2020 00:00",40.911,29.1558,0.3,0
"25.03.2020 00:00",40.911,29.1558,0.3,0
"31.03.2020 00:00",40.911,29.1558,0.3,0
"22.04.2020 00:00",40.911,29.1558,0.4,0
"10.03.2020 00:00",40.911,29.1558,0.6,0
"09.05.2020 00:00",40.911,29.1558,1.1,0
"01.03.2020 00:00",40.911,29.1558,1.2,0
"05.04.2020 00:00",40.911,29.1558,1.9,0
"06.04.2020 00:00",40.911,29.1558,2.3,0
"16.04.2020 00:00",40.911,29.1558,3.2,0
"24.05.2020 00:00",40.911,29.1558,3.2,0
"23.05.2020 00:00",40.911,29.1558,3.7,14
"19.03.2020 00:00",40.911,29.1558,4.2,0
"06.03.2020 00:00",40.911,29.1558,4.7,0
"11.03.2020 00:00",40.911,29.1558,4.9,0
"22.05.2020 00:00",40.911,29.1558,6.1,0
"28.05.2020 00:00",40.911,29.1558,6.3,0
"07.05.2020 00:00",40.911,29.1558,6.5,0
"30.03.2020 00:00",40.911,29.1558,8.5,0
"18.04.2020 00:00",40.911,29.1558,9.4,0
"03.05.2020 00:00",40.911,29.1558,9.5,0
"16.03.2020 00:00",40.911,29.1558,10.7,0
"03.04.2020 00:00",40.911,29.1558,12.6,0
"04.05.2020 00:00",40.911,29.1558,13,0
"05.05.2020 00:00",40.911,29.1558,14.9,0
"29.03.2020 00:00",40.911,29.1558,22.1,0
