"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"06.12.2021 00:00",39.9727,32.8637,0.1,0
"10.01.2021 00:00",39.9727,32.8637,0.1,0
"13.02.2021 00:00",39.9727,32.8637,0.1,0
"19.01.2021 00:00",39.9727,32.8637,0.2,0
"11.01.2021 00:00",39.9727,32.8637,0.3,0
"17.02.2021 00:00",39.9727,32.8637,0.3,0
"19.12.2021 00:00",39.9727,32.8637,0.5,0
"15.01.2021 00:00",39.9727,32.8637,0.6,0
"13.01.2021 00:00",39.9727,32.8637,0.7,0
"18.01.2021 00:00",39.9727,32.8637,1,0
"15.02.2021 00:00",39.9727,32.8637,1,0
"08.12.2021 00:00",39.9727,32.8637,1.9,0
"16.01.2021 00:00",39.9727,32.8637,2.5,0
"17.12.2021 00:00",39.9727,32.8637,2.7,0
"01.12.2021 00:00",39.9727,32.8637,3.5,0
"17.01.2021 00:00",39.9727,32.8637,3.5,0
"16.12.2021 00:00",39.9727,32.8637,4.1,0
"20.12.2021 00:00",39.9727,32.8637,4.2,0
"31.01.2021 00:00",39.9727,32.8637,4.5,0
"28.01.2021 00:00",39.9727,32.8637,5.5,0
"09.12.2021 00:00",39.9727,32.8637,7.1,0
"06.01.2021 00:00",39.9727,32.8637,16,0
"15.12.2021 00:00",39.9727,32.8637,20.3,0
"14.01.2021 00:00",39.9727,32.8637,27.2,0
