"stationNo","stationName","stationCity","date","latitude","longitude","day","hours","totalRain","totalLighting"
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",0,"51,6",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",21,"47,2",87
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",22,"34,8",158
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",23,"18,6",116
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",20,"13,6",1
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",19,"9,5",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",16,"0,4",12
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",9,"0,4",6
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",17,"0,2",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",10,"0,2",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",2,"0,0",9
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",3,"0,0",61
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",1,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",4,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",5,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",6,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",7,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",8,"0,0",1
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",11,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",12,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",13,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",14,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",15,"0,0",8
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",18,"0,0",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",23,"15,1",116
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",3,"11,0",61
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",22,"8,3",158
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",4,"2,5",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",10,"1,9",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",5,"0,9",0
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",2,"0,1",9
18529,"İkizce","Ordu","2019-06-21",41.0528,37.0039,"2019-06-21",9,"0,1",6
