"stationNo","stationName","stationCity","date","latitude","longitude","day","hours","totalRain","totalLighting"
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",6,"56,6",699
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",7,"37,0",375
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",8,"4,9",54
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",9,"4,4",3
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",10,"1,2",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",5,"1,1",38
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",0,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",1,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",2,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",3,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",4,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",11,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",12,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",13,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",14,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",15,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",16,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",17,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",18,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",19,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",20,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",21,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",22,"0,0",0
18397,"Çekmeköy/Ömerli","İstanbul","2022-08-15",41.0783,29.3256,"2022-08-15",23,"0,0",0
