"Tarih","Enlem","Boylam","YagisMiktari","YildirimAdeti"
"24.04.2021 00:00",38.3949,27.0819,0.1,0
"18.04.2021 00:00",38.3949,27.0819,0.1,0
"08.04.2021 00:00",38.3949,27.0819,0.1,0
"17.04.2021 00:00",38.3949,27.0819,0.1,0
"29.04.2021 00:00",38.3949,27.0819,0.2,0
"05.04.2021 00:00",38.3949,27.0819,0.3,0
"25.03.2021 00:00",38.3949,27.0819,0.3,0
"15.03.2021 00:00",38.3949,27.0819,0.5,27
"21.05.2021 00:00",38.3949,27.0819,1.1,0
"11.03.2021 00:00",38.3949,27.0819,2.1,122
"20.04.2021 00:00",38.3949,27.0819,2.4,0
"06.04.2021 00:00",38.3949,27.0819,3,0
"24.03.2021 00:00",38.3949,27.0819,4.3,0
"16.03.2021 00:00",38.3949,27.0819,4.5,0
"02.04.2021 00:00",38.3949,27.0819,4.6,0
"09.04.2021 00:00",38.3949,27.0819,5.2,0
"23.03.2021 00:00",38.3949,27.0819,5.3,0
"21.03.2021 00:00",38.3949,27.0819,5.6,0
"17.03.2021 00:00",38.3949,27.0819,6.8,1
"18.03.2021 00:00",38.3949,27.0819,7.9,0
"19.04.2021 00:00",38.3949,27.0819,9.1,0
"25.04.2021 00:00",38.3949,27.0819,9.7,0
"19.03.2021 00:00",38.3949,27.0819,10.1,5
"12.03.2021 00:00",38.3949,27.0819,16.7,0
"20.03.2021 00:00",38.3949,27.0819,37.7,0
